property_id,bank_property_id,property_type,city,address,price,lot_area_sqm,floor_area_sqm,listed_on,listing_url
P000303,04662-ILO-102,Vacant Lot,Roxas City,Lot 28 Block 4 Tierra Verde Homes Barangay Bolo Roxas City Capiz,110500,100,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000304,04663-ILO-102,Vacant Lot,Roxas City,Lot 29 Block 4 Tierra Verde Homes Barangay Bolo Roxas City Capiz,189735,139,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000305,04666-ILO-102,Vacant Lot,Roxas City,Lot 2 Block 3 Tierra Verde Homes Barangay Bolo Roxas City Capiz,139230,102,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000306,04667-ILO-102,Vacant Lot,Roxas City,Lot 3 Block 3 Tierra Verde Homes Barangay Bolo Roxas City Capiz,88400,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000307,04668-ILO-102,Vacant Lot,Roxas City,Lot 4 Block 3 Tierra Verde Homes Barangay Bolo Roxas City Capiz,88400,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000308,04669-ILO-102,Vacant Lot,Roxas City,Lot 5 Block 3 Tierra Verde Homes Barangay Bolo Roxas City Capiz,88400,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000309,04670-ILO-102,Vacant Lot,Roxas City,Lot 6 Block 3 Tierra Verde Homes Barangay Bolo Roxas City Capiz,88400,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000310,04671-ILO-102,Vacant Lot,Roxas City,Lot 7 Block 3 Tierra Verde Homes Barangay Bolo Roxas City Capiz,88400,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000311,04672-ILO-102,Vacant Lot,Roxas City,Lot 8 Block 3 Tierra Verde Homes Barangay Bolo Roxas City Capiz,88400,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000312,04673-ILO-102,Vacant Lot,Roxas City,Lot 9 Block 3 Tierra Verde Homes Barangay Bolo Roxas City Capiz,88400,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000313,04674-ILO-102,Vacant Lot,Roxas City,Lot 10 Block 3 Tierra Verde Homes Barangay Bolo Roxas City Capiz,88400,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000314,04675-ILO-102,Vacant Lot,Roxas City,Lot 11 Block 3 Tierra Verde Homes Barangay Bolo Roxas City Capiz,88400,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000315,04676-ILO-102,Vacant Lot,Roxas City,Lot 12 Block 3 Tierra Verde Homes Barangay Bolo Roxas City Capiz,87295,79,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000316,04677-ILO-102,Vacant Lot,Roxas City,Lot 13 Block 3 Tierra Verde Homes Barangay Bolo Roxas City Capiz,88400,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000317,04678-ILO-102,Vacant Lot,Roxas City,Lot 14 Block 3 Tierra Verde Homes Barangay Bolo Roxas City Capiz,88400,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000318,04679-ILO-102,Vacant Lot,Roxas City,Lot 15 Block 3 Tierra Verde Homes Barangay Bolo Roxas City Capiz,88400,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000319,04680-ILO-102,Vacant Lot,Roxas City,Lot 16 Block 3 Tierra Verde Homes Barangay Bolo Roxas City Capiz,88400,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000320,04681-ILO-102,Vacant Lot,Roxas City,Lot 17 Block 3 Tierra Verde Homes Barangay Bolo Roxas City Capiz,88400,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000321,04682-ILO-102,Vacant Lot,Roxas City,Lot 18 Block 3 Tierra Verde Homes Barangay Bolo Roxas City Capiz,88400,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000322,04683-ILO-102,Vacant Lot,Roxas City,Lot 19 Block 3 Tierra Verde Homes Barangay Bolo Roxas City Capiz,88400,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000323,04684-ILO-102,Vacant Lot,Roxas City,Lot 20 Block 3 Tierra Verde Homes Barangay Bolo Roxas City Capiz,88400,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000324,04685-ILO-102,Vacant Lot,Roxas City,Lot 21 Block 3 Tierra Verde Homes Barangay Bolo Roxas City Capiz,88400,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000325,04686-ILO-102,Vacant Lot,Roxas City,Lot 22 Block 3 Tierra Verde Homes Barangay Bolo Roxas City Capiz,88400,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000326,04687-ILO-102,Vacant Lot,Roxas City,Lot 23 Block 3 Tierra Verde Homes Barangay Bolo Roxas City Capiz,88400,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000327,04688-ILO-102,Vacant Lot,Roxas City,Lot 24 Block 3 Tierra Verde Homes Barangay Bolo Roxas City Capiz,88400,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000328,04689-ILO-102,Vacant Lot,Roxas City,Lot 25 Block 3 Tierra Verde Homes Barangay Bolo Roxas City Capiz,88400,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000329,04690-ILO-102,Vacant Lot,Roxas City,Lot 26 Block 3 Tierra Verde Homes Barangay Bolo Roxas City Capiz,88400,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000330,04691-ILO-102,Vacant Lot,Roxas City,Lot 27 Block 3 Tierra Verde Homes Barangay Bolo Roxas City Capiz,88400,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000331,04692-ILO-102,Vacant Lot,Roxas City,Lot 28 Block 3 Tierra Verde Homes Barangay Bolo Roxas City Capiz,88400,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000332,04693-ILO-102,Vacant Lot,Roxas City,Lot 29 Block 3 Tierra Verde Homes Barangay Bolo Roxas City Capiz,88400,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000333,04694-ILO-102,Vacant Lot,Roxas City,Lot 30 Block 3 Tierra Verde Homes Barangay Bolo Roxas City Capiz,88400,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000334,04695-ILO-102,Vacant Lot,Roxas City,Lot 31 Block 3 Tierra Verde Homes Barangay Bolo Roxas City Capiz,88400,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000335,04696-ILO-102,Vacant Lot,Roxas City,Lot 32 Block 3 Tierra Verde Homes Barangay Bolo Roxas City Capiz,88400,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000336,04697-ILO-102,Vacant Lot,Roxas City,Lot 33 Block 3 Tierra Verde Homes Barangay Bolo Roxas City Capiz,88400,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000337,04698-ILO-102,Vacant Lot,Roxas City,Lot 34 Block 3 Tierra Verde Homes Barangay Bolo Roxas City Capiz,88400,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000338,04699-ILO-102,Vacant Lot,Roxas City,Lot 35 Block 3 Tierra Verde Homes Barangay Bolo Roxas City Capiz,88400,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000339,04700-ILO-102,Vacant Lot,Roxas City,Lot 36 Block 3 Tierra Verde Homes Barangay Bolo Roxas City Capiz,88400,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000340,04701-ILO-102,Vacant Lot,Roxas City,Lot 37 Block 3 Tierra Verde Homes Barangay Bolo Roxas City Capiz,140595,103,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000341,04703-ILO-102,Vacant Lot,Roxas City,Lot 1 Block 27 Tierra Verde Homes Barangay Bolo Roxas City Capiz,177450,130,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000342,04704-ILO-102,Vacant Lot,Roxas City,Lot 2 Block 27 Tierra Verde Homes Barangay Bolo Roxas City Capiz,128310,94,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000343,04705-ILO-102,Vacant Lot,Roxas City,Lot 3 Block 27 Tierra Verde Homes Barangay Bolo Roxas City Capiz,143325,105,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000344,04706-ILO-102,Vacant Lot,Roxas City,Lot 4 Block 27 Tierra Verde Homes Barangay Bolo Roxas City Capiz,122850,90,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000345,04707-ILO-102,Vacant Lot,Roxas City,Lot 5 Block 27 Tierra Verde Homes Barangay Bolo Roxas City Capiz,131040,96,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000346,04708-ILO-102,Vacant Lot,Roxas City,Lot 6 Block 27 Tierra Verde Homes Barangay Bolo Roxas City Capiz,122850,90,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000347,04709-ILO-102,Vacant Lot,Roxas City,Lot 8 Block 27 Tierra Verde Homes Barangay Bolo Roxas City Capiz,122850,90,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000348,04710-ILO-102,Vacant Lot,Roxas City,Lot 7 Block 27 Tierra Verde Homes Barangay Bolo Roxas City Capiz,121485,89,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000349,04711-ILO-102,Vacant Lot,Roxas City,Lot 9 Block 27 Tierra Verde Homes Barangay Bolo Roxas City Capiz,109200,80,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000350,04712-ILO-102,Vacant Lot,Roxas City,Lot 10 Block 27 Tierra Verde Homes Barangay Bolo Roxas City Capiz,118755,87,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000351,04713-ILO-102,Vacant Lot,Roxas City,Lot 11 Block 27 Tierra Verde Homes Barangay Bolo Roxas City Capiz,118755,87,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000352,04714-ILO-102,Vacant Lot,Roxas City,Lot 12 Block 27 Tierra Verde Homes Barangay Bolo Roxas City Capiz,126945,93,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000353,04716-ILO-102,Vacant Lot,Roxas City,Lot 14 Block 27 Tierra Verde Homes Barangay Bolo Roxas City Capiz,126945,93,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000354,04717-ILO-102,Vacant Lot,Roxas City,Lot 15 Block 27 Tierra Verde Homes Barangay Bolo Roxas City Capiz,113295,83,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000355,04718-ILO-102,Vacant Lot,Roxas City,Lot 16 Block 27 Tierra Verde Homes Barangay Bolo Roxas City Capiz,212940,156,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000356,04719-ILO-102,Vacant Lot,Roxas City,Lot 17 Block 27 Tierra Verde Homes Barangay Bolo Roxas City Capiz,131040,96,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000357,04720-ILO-102,Vacant Lot,Roxas City,Lot 1 Block 28 Tierra Verde Homes Barangay Bolo Roxas City Capiz,147420,108,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000358,04721-ILO-102,Vacant Lot,Roxas City,Lot 2 Block 28 Tierra Verde Homes Barangay Bolo Roxas City Capiz,131040,96,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000359,04722-ILO-102,Vacant Lot,Roxas City,Lot 3 Block 28 Tierra Verde Homes Barangay Bolo Roxas City Capiz,170625,125,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000360,04723-ILO-102,Vacant Lot,Roxas City,Lot 4 Block 28 Tierra Verde Homes Barangay Bolo Roxas City Capiz,163800,120,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000361,04724-ILO-102,Vacant Lot,Roxas City,Lot 5 Block 28 Tierra Verde Homes Barangay Bolo Roxas City Capiz,158340,116,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000362,04725-ILO-102,Vacant Lot,Roxas City,Lot 6 Block 28 Tierra Verde Homes Barangay Bolo Roxas City Capiz,152880,112,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000363,04726-ILO-102,Vacant Lot,Roxas City,Lot 7 Block 28 Tierra Verde Homes Barangay Bolo Roxas City Capiz,146055,107,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000364,04727-ILO-102,Vacant Lot,Roxas City,Lot 8 Block 28 Tierra Verde Homes Barangay Bolo Roxas City Capiz,148785,109,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000365,06074-ILO-175,House & Lot,Roxas City,Lot 20 Block 26 Costa Verde Subdivision Barangay Cagay Roxas City Capiz,3200000,176,56,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000366,06083-ILO-176,House & Lot,Roxas City,Lot 5 Block 6 Villa de San Lorenzo I Barangay Cagay Roxas City Capiz,3600000,160,81,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000367,06140-ILO-179,House & Lot,Roxas City,Lot 3722-A-8-A Roxas-Ivisan Bypass Road Barangay Balijuagan Roxas City Capiz,5500000,150,231,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000368,06142-ILO-180,Vacant Lot,Roxas City,Lot 9 Block 20 Vista del Rio Subdivision Barangay Libas Roxas City Capiz,1770000,220,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/visayas
P000369,05755-CDO-139,House & Lot,unknown,Lot 3229 unnamed Road Barangay Don Carlos Norte Don Carlos Bukidnon,15000000,612,330,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/mindanao
P000370,05216-CDO-128,Vacant Lot,Malaybalay City,Lot 214-A-2-F-4-C Molave Street Zone 6 Barangay Impalambong Malaybalay City Bukidnon,2485000,1227,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/mindanao
P000371,01715-CDO-005,Vacant Lot,Valencia City,"Lot 5 Block 3 Grandville Subdivision Bagontaas, Valencia City",240000,200,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/mindanao
P000372,07027-CDO-170,Vacant Lot,Valencia City,Lots 8 and 9 Block 9 Valencia Estate Barangay Lumbo Valencia City Bukidnon,5265000,395,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/mindanao
P000373,06037-BO-018,Vacant Lot,Davao City,Lot 12 Block 67 Starr Pass Road Rancho Palos Verdes Barangay Indangan Davao City Davao del Sur,11072200,667,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/mindanao
P000374,06038-BO-018,Vacant Lot,Davao City,Lot 1 Block 64 Spyglass Avenue corner Pebble Beach Road Rancho Palos Verdes Barangay Indangan Davao City Davao del Sur,17426400,822,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/mindanao
P000375,05488-DVO-151,House & Lot,Davao City,Lot 7 Block 8 Camella Cerritos Phase 1 Sto. Nino Tugbok Davao City Davao del Sur,4027000,108,95,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/mindanao
P000376,05489-DVO-152,Vacant Lot,Davao City,Lot 43 Block 18 Sarangani Loop Nizanta At Ciudades Mandug Buhangin Davao City Davao del Sur,1400000,147,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/mindanao
P000377,05510-DVO-153,Vacant Lot,Davao City,Lot 9 Block 18 Surigao Loop Nizanta at Ciudades Barangay Mandug Davao City Davao del Sur,1702000,150,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/mindanao
P000378,05511-DVO-154,Vacant Lot,Davao City,Lot 8 Block 18 Surigao Loop Nizanta at Ciudades Barangay Mandug Davao City Davao del Sur,2382000,210,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/mindanao
P000379,05517-DVO-155,House & Lot,Davao City,Lot 5 Block 18 Clinton Street Samantha Homes Barangay Matina Pangi Davao City Davao del Sur,2798000,87,117,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/mindanao
P000380,05520-DVO-158,Vacant Lot,Davao City,Lot 5 Block 2 Shelter Subdivision Barangay Ula Tugbok Davao City Davao del Sur,777200,134,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/mindanao
P000381,05521-DVO-159,Vacant Lot,Davao City,Lot 6 Block 2 Shelter Subdivision Barangay Ula Tugbok Davao City Davao del Sur,713400,123,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/mindanao
P000382,05522-DVO-160,Vacant Lot,Davao City,Lot 7 Block 2 Shelter Subdivision Barangay Ula Tugbok Davao City Davao del Sur,771400,133,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/mindanao
P000383,05523-DVO-161,Vacant Lot,Davao City,Lot 8 Block 2 Shelter Subdivision Barangay Ula Tugbok Davao City Davao del Sur,707600,122,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/mindanao
P000384,05524-DVO-162,Vacant Lot,Davao City,Lot 9 Block 2 Shelter Subdivision Barangay Ula Tugbok Davao City Davao del Sur,765600,132,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/mindanao
P000385,05525-DVO-163,Vacant Lot,Davao City,Lot 10 Block 2 Shelter Subdivision Barangay Ula Tugbok Davao City Davao del Sur,701800,121,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/mindanao
P000386,05533-DVO-165,Vacant Lot,Davao City,Lot 27 Block 1 Nizanta at Ciudades Mandug Davao City Davao del Sur,1444000,140,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/mindanao
P000387,05535-DVO-167,Lot with Structure,unknown,"Lot 1273-C-2-B-3-B-2-C-2-B-2-C-2-K-9-A-2, Ortega Village, Talomo Proper, Davao City, Davao Del Sur",4100000,150,121,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/mindanao
P000388,05610-DVO-172,Lot with Structure,unknown,"Lot 5, Block 17, Phase 2-Plantacion, Puerto Rico St., Solariega Subdivision, Talomo Proper, Davao City, Davao Del Sur",3545000,120,50,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/mindanao
P000389,05682-DVO-176,House & Lot,Davao City,Lot 4 Block 1 Talomo Road Talomo Proper Davao City Davao del Sur,6700000,205,228,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/mindanao
P000390,05713-DVO-182,House & Lot,Davao City,Lot 20 Block 3 Celerina Heights Subdivision Barangay Indangan Davao City Davao del Sur,5000000,180,105,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/mindanao
P000391,05834-DVO-195,House & Lot,Davao City,Lot 1 ( Old - Lot 8 Block 21 ) Camella Toscana Subdivision Barangay Bago Gallera Talomo District Davao City Davao del Sur,3500000,125,88,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/mindanao
P000392,05841-DVO-196,Vacant Lot,Davao City,Lot 1 Block 20 Ilumina Estates Phase 2 Barangay Communal Buhangin District Davao City Davao del Sur,7500000,334,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/mindanao
P000393,06781-DVO-219,House & Lot,Davao City,Lot 25 Block 24 Falcata Street Narra Park Residences Phase 1 Barangay Tigatto Davao City Davao del Sur,5350000,100,70,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/mindanao
P000394,06794-DVO-220,Vacant Lot,Davao City,Lot 47 Block 18 Sarangani Loop Nizanta at Ciudades Barangay Mandug Davao City Davao del Sur,1550000,150,0,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/mindanao
P000395,06795-DVO-221,Condominium,Davao City,Unit 1-Y Ground Floor Seawind by Damosa Land Building D (Tower 4) Barangay Sasa Davao City Davao del Sur,3850000,0,37,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/mindanao
P000396,06825-DVO-222,House & Lot,Davao City,Lots 12 and 13 Block 2 Alta Monte Avenue Alta Monte Residential Estate Barangay Tigatto Davao City Davao del Sur,32700000,767,486,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/mindanao
P000397,06881-DVO-225,Condominium,Davao City,Unit 403 Verdon Parc Belvedere Building Peacock corner Eagle Street Ecoland Drive Barangay Talomo Davao City Davao del Sur,3050000,0,27,BPI,https://www.bpi.com.ph/group/buenamano/properties-for-sale/mindanao
P000398,NAB-0024-01,Vacant Lot,Davao del Norte,Davao,88000,134,1,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/nab-0024-01-vacant-lot-in-davao-del-norte
P000399,NAB-0025-01,Vacant Lot,Davao del Norte,Davao,88000,134,1,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/nab-0025-01-vacant-lot-in-davao-del-norte
P000400,D-356-00511,Residential Condominium,Davao City,Davao,2907000,0,28,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00511-residential-condominium-in-davao-city
P000401,D-356-00504,Residential Condominium,Davao City,Davao,2970000,1,28,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00504-residential-condominium-in-davao-city
P000402,D-356-00488,Residential Condominium,Davao City,Davao,2970000,1,28,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00488-residential-condominium-in-davao-city
P000403,D-356-00591,Residential Condominium,Davao City,Davao,2970000,1,28,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00591-residential-condominium-in-davao-city
P000404,TREN-0015-01,Agricultural Lot,Veruela,Agusan del Sur,472000,30650,1,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/tren-0015-01-agricultural-lot-in-veruela
P000405,D-356-00656,Residential Condominium,Davao City,Davao,3229000,1,31,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/d-356-00656-residential-condominium-in-davao-city
P000406,TREN-0002-01,Agricultural Lot,Veruela,Agusan del Sur,462000,30000,1,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/tren-0002-01-agricultural-lot-in-veruela
P000407,TREN-0022-01,Agricultural Lot,Veruela,Agusan del Sur,442000,28716,1,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/tren-0022-01-agricultural-lot-in-veruela
P000408,10828000004021,Residential - With Improvement,Davao City,"Lot 3, Block 2, The Prestige Subdivision, Cabantian, Davao City, Davao del Sur",2311000,100,75,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000004021
P000409,10828000004016,Residential - Condominium,Manila City,"Unit 7E, 7th Floor, Peninsula Garden Midtown Homes Maple Tower, Penafrancia Street, Barangay 831, Paco, Manila City, Metro Manila",3663000,0,34,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000004016
P000410,10828000004013,Residential - With Improvement - Bundle,Pasig City,"Lot 4, Block 10, No. 431 Plato Street, Vista Verde Executive Village, Barangay Dela Paz, Pasig City, Metro Manila",1700183.94,100,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000004013
P000411,10828000004012,Residential - With Improvement,Pasig City,"Lot 5, Block 10, No. 431 Plato Street, Vista Verde Executive Village, Barangay Dela Paz, Pasig City, Metro Manila",6565816.06,100,267,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000004012
P000412,10828000004010,Residential - With Improvement,Pavia,"Lot 7, Block 8, Monticello Villas, Phase II, Barangay Balabag,, Pavia, Iloilo",1219000,45,40,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000004010
P000414,10828000004003,Agricultural - Vacant Lot,Cabangan,"Lot 359-B, Barangay Mabanglit, Cabangan, Zambales",5845000,29671,0,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000004003
P000415,10828000003998,Residential - Condominium,Marikina City,"Unit 918A, 9th Floor, Tropicana Garden City - Toledo Tower, Sumulong Highway, Barangay Sto. Nino, Marikina City, Metro Manila",3877000,0,43,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003998
P000416,10828000003997,Residential - With Improvement,General Trias,"Lot 13, Block 5, Cornel Street, Somerset 3, Lancaster New City, Barangay Navarro, General Trias, Cavite",1900000,80,52,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003997
P000417,10828000003996,Residential - Townhouse,General Trias,"Lot 59, Block 2, Road Lot 5, Brighton 1, Barangay Pasong Camachile, General Trias, Cavite",1890000,60,70,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003996
P000418,10828000003994,Residential - Condominium,Quezon City,"Unit O, 18th Floor, Avila South Tower, Circulo Verde Phase 1, Barangay Bagumbayan, Quezon City, Metro Manila",3024000,0,21,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003994
P000419,10828000003993,Residential - Condominium,Quezon City,"Unit 24G, 24th Floor, The Capital Towers Condominium-Beijing Tower, E. Rodriguez Sr. Avenue, Barangay Kalusugan, Quezon City, Metro Manila",2900000,0,25,Metrobank,https://www.metrobank.com.ph/assets-for-sale/properties/details?id=10828000003993
P000420,TREN-0016-01,Agricultural Lot,Sta. Josefa,Agusan del Sur,531000,30162,1,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/tren-0016-01-agricultural-lot-in-sta--josefa
P000421,TREN-0051-01,Agricultural Lot,Sta. Josefa,Agusan del Sur,262000,298,0,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/tren-0051-01-agricultural-lot-in-sta--josefa
P000422,TREN-0054-01,Agricultural Lot,Sta. Josefa,Agusan del Sur,495000,30006,0,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/tren-0054-01-agricultural-lot-in-sta--josefa
P000423,SFR-0020-01/04,Vacant Lot,Prosperidad,Agusan del Sur,449000,1200,1,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/sfr-0020-01-04-vacant-lot-in-prosperidad
P000424,BAY-0006-02,Agricultural Lot,Bayugan,Agusan del Sur,462000,600,1,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/bay-0006-02-agricultural-lot-in-bayugan
P000425,NAS-0101-01,Agricultural Lot,San Francisco,Agusan del Sur,756000,76285,1,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/nas-0101-01-agricultural-lot-in-san-francisco
P000426,TREN-0043-01,Agricultural Lot,Sta. Josefa,Agusan del Sur,2026000,46048,1,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/tren-0043-01-agricultural-lot-in-sta--josefa
P000427,BAY-0056-01,Vacant Lot,Bayugan,Agusan del Sur,396000,600,1,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/bay-0056-01-vacant-lot-in-bayugan
P000428,BAY-0063-01,Agricultural Lot,Esperanza,Agusan del Sur,149000,9012,1,EastWestBank,https://pre-owned-properties.eastwestbanker.com/property/bay-0063-01-agricultural-lot-in-esperanza
